State,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
PA,2,36.0,31.1,86.0,30.22,7.0,5.8,
MD,2,37.4,33.8,93.0,30.23,2.5,4.6,
MD,3,53.6,,21.0,30.18,10.0,10.4,
VA,3,48.9,,33.0,30.19,10.0,13.8,
IN,2,28.6,,99.0,30.3,2.5,,
KY,2,37.9,34.4,79.0,30.3,7.0,4.6,
TN,3,41.0,,86.0,30.17,10.0,,
TN,2,57.0,,39.0,30.09,10.0,,
NC,2,48.9,,77.0,30.15,10.0,6.9,
NC,2,46.4,,76.0,30.18,10.0,,
NC,2,51.1,,52.0,30.2,10.0,8.1,
NC,2,57.9,,51.0,30.19,10.0,6.9,
NC,2,62.1,,37.0,30.13,10.0,5.8,
SC,2,64.4,,32.0,30.04,10.0,,
NC,2,42.1,,89.0,30.18,9.0,,
VA,3,46.9,,83.0,30.16,10.0,11.5,
NC,2,52.0,,53.0,30.21,10.0,11.5,
NC,2,57.0,,45.0,30.17,10.0,10.4,
NC,2,62.1,,37.0,30.08,10.0,9.2,
NC,2,62.1,,37.0,30.08,10.0,9.2,
NC,2,60.1,,38.0,30.08,10.0,,
FL,2,73.0,,81.0,30.05,10.0,9.2,0.01
FL,2,69.8,,88.0,30.03,10.0,4.6,
FL,2,78.1,,84.0,30.03,10.0,12.7,
SC,2,50.0,,83.0,30.18,10.0,4.6,
SC,2,48.0,,93.0,30.18,5.0,3.5,
SC,2,64.4,,30.0,30.06,10.0,4.6,
SC,2,62.6,,42.0,30.04,10.0,6.9,
FL,3,62.1,,75.0,30.07,8.0,15.0,0.05
FL,3,60.1,,83.0,30.04,7.0,17.3,
MN,2,35.1,28.6,82.0,29.97,8.0,8.1,
WI,3,37.4,30.8,45.0,30.26,10.0,9.2,
IL,3,33.1,26.9,70.0,30.33,10.0,6.9,
TX,2,70.5,,36.0,30.15,10.0,12.7,
TX,2,60.1,,62.0,30.22,10.0,,
LA,2,53.1,,80.0,30.16,10.0,6.9,
LA,2,57.9,,67.0,30.2,10.0,12.7,
OK,2,,,,,,,
OK,2,69.1,,24.0,30.17,10.0,11.5,
LA,2,63.0,,52.0,30.21,10.0,8.1,
TX,3,54.0,,64.0,30.37,10.0,9.2,
TX,3,69.1,,29.0,30.2,10.0,8.1,
MS,3,69.1,,39.0,30.17,10.0,9.2,
TN,2,59.0,,44.0,30.19,10.0,9.2,
AL,3,68.9,,39.0,30.07,10.0,9.2,
TX,2,75.2,,34.0,30.17,10.0,4.6,
CO,2,36.0,32.1,57.0,30.2,10.0,4.6,
AZ,2,56.7,,22.0,29.98,10.0,9.2,
AZ,3,97.0,,4.0,29.83,10.0,3.5,
CA,3,61.0,,54.0,30.12,10.0,4.6,
CA,2,68.0,,40.0,29.97,10.0,15.0,
CA,2,68.0,,52.0,30.11,10.0,8.1,
CA,2,82.9,,36.0,29.95,10.0,10.4,
CA,2,64.0,,80.0,30.0,10.0,,
CA,3,57.9,,75.0,29.99,10.0,,
CA,3,71.6,,53.0,30.02,10.0,,
CA,3,71.1,,36.0,29.99,10.0,,
CA,2,89.6,,18.0,29.98,10.0,10.4,
CA,3,75.2,,31.0,29.96,10.0,17.3,
CA,2,84.0,,17.0,29.92,10.0,11.5,
CA,2,,,,,,,
MI,3,45.7,41.5,58.0,29.99,10.0,8.1,
MI,2,53.1,,47.0,29.96,10.0,12.7,
NY,2,33.1,25.5,78.0,30.14,10.0,9.2,
NY,2,39.9,,86.0,30.03,9.0,,0.0
PA,3,30.2,,80.0,30.23,10.0,,
NY,2,28.9,25.2,85.0,30.2,10.0,3.5,
NJ,2,33.3,,61.0,30.22,10.0,,
NY,2,38.3,,53.0,30.22,10.0,,
NJ,2,44.1,42.5,38.0,30.21,10.0,3.5,
CT,3,50.0,,41.0,30.07,10.0,15.0,
NJ,2,44.2,,61.0,30.1,10.0,,
CT,3,33.1,,89.0,30.22,10.0,,
PA,2,36.0,,62.0,30.2,10.0,,
VA,3,44.1,42.5,51.0,30.23,10.0,3.5,
MD,2,57.9,,28.0,30.1,,,
OH,2,30.0,24.1,88.0,30.19,6.0,5.8,
KY,3,66.0,,33.0,30.07,10.0,12.7,
OH,2,35.1,31.0,76.0,30.19,9.0,4.6,
NC,2,51.1,,77.0,30.22,8.0,4.6,
NC,2,60.8,,45.0,30.22,10.0,,
NC,2,63.0,,38.0,30.16,10.0,6.9,
NC,2,64.9,,34.0,30.14,10.0,6.9,
NC,2,64.9,,34.0,30.12,10.0,6.9,
NC,2,48.9,,59.0,30.23,10.0,4.6,
FL,2,70.0,,93.0,30.04,10.0,8.1,
FL,2,60.1,,93.0,30.07,10.0,9.2,
FL,2,72.0,,87.0,30.04,10.0,4.6,
FL,2,84.0,,51.0,30.02,10.0,6.9,
FL,2,61.0,,97.0,30.04,10.0,4.6,0.01
FL,2,63.0,,78.0,30.14,10.0,8.1,
GA,2,42.1,37.1,77.0,30.13,10.0,8.1,
SC,2,51.1,,50.0,30.13,10.0,,
SC,2,46.4,,93.0,30.16,7.0,,
SC,2,60.1,,39.0,30.18,10.0,6.9,
SC,2,62.1,,35.0,30.19,10.0,6.9,
SC,2,69.1,,38.0,30.14,10.0,3.5,
SC,2,62.1,,30.0,30.12,10.0,8.1,
FL,2,55.4,,88.0,30.18,10.0,3.5,
FL,3,55.9,,84.0,30.18,10.0,3.5,
SC,2,44.6,41.4,93.0,30.11,10.0,5.8,
IL,2,39.0,31.4,67.0,30.02,10.0,12.7,
IL,2,51.1,,59.0,29.86,5.0,9.2,
MO,2,48.0,,56.0,30.06,10.0,12.7,
TX,3,46.0,43.1,86.0,30.2,10.0,5.8,
LA,2,51.1,,92.0,30.25,10.0,4.6,
LA,2,73.0,,42.0,30.14,10.0,6.9,
TX,3,45.0,43.5,97.0,30.21,10.0,3.5,
TX,2,51.1,,77.0,30.21,10.0,,
TX,2,57.9,,65.0,30.2,10.0,,
TX,3,78.8,,32.0,30.0,10.0,16.1,
OK,2,82.0,,28.0,29.77,10.0,32.2,
LA,2,75.9,,30.0,30.16,10.0,3.5,
AL,2,69.1,,47.0,30.14,10.0,3.5,
TN,2,59.0,,33.0,30.27,10.0,3.5,
TX,2,51.1,,89.0,30.22,10.0,,
TX,2,48.0,,96.0,30.22,10.0,,
TX,2,68.0,,43.0,30.23,10.0,,
TX,2,69.8,,49.0,30.22,9.0,5.8,
TX,2,66.2,,68.0,30.1,10.0,4.6,
TX,2,78.8,,34.0,30.14,10.0,9.2,
TX,3,78.8,,32.0,30.1,10.0,10.4,
OK,2,78.1,,27.0,29.82,10.0,20.7,
CO,2,53.1,,22.0,29.78,10.0,5.8,
CO,2,50.4,,32.0,29.76,10.0,9.2,
CO,3,77.0,,12.0,29.63,10.0,15.0,
AZ,2,71.1,,16.0,29.87,10.0,10.4,
AZ,2,90.5,,5.0,29.78,10.0,11.5,
NM,3,51.1,,35.0,29.99,10.0,,
NV,3,59.0,,33.0,29.83,10.0,5.8,
NV,2,57.2,,29.0,29.82,10.0,17.3,
CA,3,53.1,,80.0,30.07,9.0,11.5,
CA,2,59.0,,62.0,29.95,10.0,23.0,
CA,2,55.9,,90.0,29.93,8.0,4.6,
CA,2,64.0,,54.0,30.06,10.0,16.1,
CA,3,89.6,,17.0,29.94,10.0,6.9,
CA,3,64.9,,70.0,29.96,10.0,6.9,
CA,2,69.1,,40.0,29.98,10.0,3.5,
CA,2,75.9,,37.0,29.97,10.0,,
CA,2,72.0,,53.0,29.97,10.0,12.7,
CA,3,63.0,,63.0,29.94,10.0,4.6,
NY,2,33.8,28.6,93.0,30.05,4.0,5.8,
MI,2,48.9,,83.0,29.63,10.0,11.5,
PA,2,51.8,,54.0,30.11,10.0,4.6,
NJ,2,60.1,,51.0,29.82,10.0,9.2,
CT,3,50.0,,61.0,29.9,10.0,10.4,
VA,3,53.1,,71.0,30.15,10.0,9.2,
IN,2,77.0,,32.0,29.72,10.0,15.0,
OH,3,54.0,,57.0,29.94,10.0,6.9,
OH,3,55.0,,55.0,29.94,10.0,9.2,
KY,2,55.9,,53.0,29.95,10.0,12.7,
OH,3,50.0,,83.0,29.77,10.0,6.9,0.01
TN,3,79.0,,23.0,30.02,10.0,13.8,
NC,2,57.0,,74.0,30.25,10.0,6.9,
NC,2,57.4,,57.0,30.21,10.0,10.4,
VA,2,69.6,,31.0,30.04,10.0,10.4,
NC,2,66.2,,35.0,30.12,10.0,4.6,
NC,2,46.0,41.9,83.0,30.2,10.0,8.1,
NC,2,73.9,,34.0,30.1,10.0,17.3,
FL,2,71.6,,60.0,30.11,10.0,6.9,
FL,2,75.9,,62.0,30.11,10.0,15.0,
FL,3,79.0,,50.0,30.09,10.0,13.8,
FL,2,80.1,,50.0,30.09,10.0,15.0,
FL,2,77.0,,44.0,30.2,10.0,11.5,
FL,2,79.0,,44.0,30.09,10.0,12.7,
GA,2,69.1,,30.0,30.26,10.0,10.4,
SC,2,66.9,,59.0,30.27,10.0,5.8,
GA,2,51.1,,66.0,30.17,10.0,3.5,
SC,2,69.1,,54.0,30.29,10.0,3.5,
SC,2,73.4,,27.0,30.18,10.0,3.5,
SC,2,73.0,,39.0,30.17,10.0,11.5,
SC,2,61.0,,78.0,30.18,10.0,10.4,
MN,3,35.6,31.7,87.0,29.67,10.0,4.6,
WI,3,48.2,,76.0,29.55,10.0,8.1,
NE,2,63.0,,46.0,29.65,10.0,13.8,
IA,3,69.1,,38.0,29.5,10.0,15.0,
MN,3,46.9,,59.0,29.73,10.0,6.9,
IA,2,66.9,,40.0,29.62,10.0,15.0,
TX,2,64.9,,84.0,29.94,10.0,15.0,
TX,2,77.5,,62.0,29.9,10.0,12.7,
OK,3,62.2,,65.0,29.68,10.0,23.0,
TX,2,66.0,,81.0,29.91,10.0,9.2,
LA,2,55.0,,86.0,30.1,5.0,4.6,
LA,2,73.0,,53.0,30.12,10.0,12.7,
OK,2,63.0,,63.0,29.72,10.0,12.7,
TN,3,52.0,,61.0,29.92,10.0,4.6,
TX,2,64.0,,93.0,29.99,10.0,8.1,
TX,2,71.1,,84.0,30.01,10.0,8.1,
TX,2,73.4,,73.0,29.88,10.0,11.5,
TX,2,73.4,,73.0,29.88,10.0,12.7,
CO,2,41.9,37.5,59.0,29.48,10.0,6.9,
CO,2,45.9,43.6,59.0,29.66,10.0,4.6,
AZ,3,82.9,,8.0,29.73,10.0,19.6,
TX,2,75.9,,17.0,29.72,10.0,18.4,
OR,2,28.0,20.0,85.0,30.01,10.0,8.1,
OR,2,39.0,31.8,93.0,30.02,9.0,11.5,0.02
OR,2,42.8,36.2,87.0,29.93,10.0,12.7,0.01
OR,2,44.1,35.4,85.0,29.95,10.0,21.9,0.0
CA,2,39.2,,100.0,30.15,10.0,,
CA,2,62.6,,37.0,30.26,10.0,5.8,
CA,3,60.1,,47.0,30.34,10.0,13.8,
CA,2,36.0,33.3,100.0,30.18,0.2,3.5,
CA,2,61.0,,42.0,30.23,10.0,15.0,
CA,2,51.8,,88.0,29.94,10.0,8.1,
CA,2,53.1,,80.0,29.98,10.0,,
CA,2,51.1,,77.0,30.04,10.0,,
CA,2,55.0,,77.0,29.99,10.0,,
CA,3,61.0,,62.0,30.02,10.0,4.6,
CA,3,64.4,,32.0,30.03,10.0,13.8,
CA,3,60.8,,55.0,30.03,10.0,,
CA,2,64.9,,32.0,30.02,10.0,8.1,
CA,2,71.1,,18.0,30.0,10.0,11.5,
CA,2,,,,,,,
RI,2,57.0,,67.0,29.93,10.0,5.8,
MA,2,52.0,,77.0,29.91,10.0,8.1,0.0
MI,3,50.0,,66.0,29.9,7.0,9.2,
MI,2,41.0,33.9,89.0,29.83,5.0,12.7,0.01
NY,3,43.0,41.3,82.0,29.95,10.0,3.5,
CT,3,71.1,,39.0,29.84,10.0,11.5,
PA,2,80.6,,24.0,29.86,10.0,11.5,
DE,2,62.1,,52.0,29.99,10.0,9.2,
NY,3,63.0,,54.0,29.84,10.0,8.1,
CT,3,72.0,,38.0,29.86,10.0,6.9,
MD,3,61.0,,50.0,30.05,10.0,4.6,
PA,2,82.0,,26.0,29.83,10.0,12.7,
IN,2,64.0,,45.0,29.84,10.0,10.4,
IN,2,78.8,,32.0,29.79,10.0,18.4,
OH,3,59.0,,59.0,29.89,10.0,9.2,
NC,2,57.0,,74.0,30.11,10.0,10.4,
NC,3,,,,,,,
NC,2,77.0,,34.0,30.13,10.0,19.6,
NC,2,68.0,,56.0,30.08,10.0,5.8,
NC,3,79.0,,42.0,30.04,10.0,18.4,
FL,2,80.1,,54.0,30.17,10.0,11.5,
FL,3,80.1,,58.0,30.09,10.0,11.5,
FL,2,78.1,,56.0,30.13,10.0,15.0,
FL,2,61.0,,93.0,30.14,10.0,5.8,
FL,2,72.0,,73.0,30.14,10.0,13.8,
GA,3,46.9,,97.0,30.09,10.0,,
FL,3,66.9,,79.0,30.14,10.0,6.9,
FL,3,80.1,,50.0,30.13,10.0,11.5,
FL,3,70.0,,71.0,30.14,10.0,8.1,
SC,2,64.4,,88.0,30.21,10.0,3.5,
GA,2,62.1,,80.0,30.07,10.0,8.1,0.0
MO,3,73.0,,64.0,29.65,10.0,20.7,
MN,3,37.4,27.8,87.0,29.85,10.0,17.3,
NE,2,72.0,,51.0,29.29,10.0,10.4,
NE,2,62.1,,70.0,29.35,10.0,8.1,
MN,3,32.0,20.5,93.0,30.04,7.0,18.4,
KS,3,,,,,,,
WI,2,36.0,25.6,97.0,29.88,4.0,18.4,0.04
IA,3,57.2,,77.0,29.36,,19.6,
TX,3,,,,,,,
TX,3,71.6,,88.0,29.69,10.0,11.5,
TX,2,73.0,,79.0,29.69,10.0,10.4,
OK,2,68.0,,88.0,29.5,10.0,25.3,
TX,2,73.0,,82.0,29.71,10.0,10.4,
TX,2,73.0,,81.0,29.69,8.0,16.1,
TX,2,73.4,,94.0,29.61,7.0,17.3,
LA,2,81.0,,58.0,29.89,10.0,13.8,
LA,2,75.0,,82.0,29.84,10.0,12.7,
OK,2,77.0,,62.0,29.51,10.0,19.6,
TN,2,66.0,,78.0,29.87,10.0,18.4,
TN,1,64.0,,60.0,29.98,10.0,12.7,
TX,2,73.4,,88.0,29.77,5.0,9.2,
TX,2,75.2,,89.0,29.77,6.0,12.7,
TX,3,75.2,,94.0,29.7,8.0,18.4,
CO,2,31.8,,99.0,29.53,10.0,,
UT,2,,,,,,,
TX,3,60.1,,16.0,29.68,5.0,33.4,
TX,2,63.0,,5.0,29.75,6.0,28.8,
CA,2,59.0,,45.0,30.34,10.0,8.1,
CA,3,68.0,,35.0,30.33,10.0,6.9,
CA,2,66.9,,44.0,30.39,10.0,15.0,
CA,2,,,,,,,
CA,2,77.0,,12.0,30.19,10.0,5.8,
CA,2,78.1,,7.0,30.12,10.0,16.1,
CA,2,81.0,,8.0,30.13,10.0,19.6,
NY,3,28.9,16.9,89.0,30.18,1.5,17.3,0.03
VA,3,83.1,,35.0,29.88,10.0,16.1,
KY,3,64.9,,87.0,29.83,6.0,12.7,0.01
NC,2,78.1,,50.0,30.06,10.0,17.3,
SC,2,78.1,,43.0,29.97,10.0,5.8,
MN,2,23.0,,88.0,30.14,0.2,,0.03
IL,3,39.9,30.8,97.0,29.86,3.0,18.4,0.0
LA,3,61.0,,93.0,29.89,1.2,5.8,0.21
TX,3,66.2,,26.0,29.96,10.0,13.8,
CA,3,48.0,,89.0,30.33,10.0,,
CA,2,61.0,,64.0,30.32,9.0,3.5,
CA,2,62.1,,60.0,30.32,10.0,8.1,
CA,2,60.1,,55.0,30.31,10.0,3.5,
CA,2,66.9,,14.0,30.16,10.0,9.2,
CA,3,82.4,,9.0,30.19,10.0,11.5,
CA,2,74.1,,8.0,30.08,10.0,6.9,
CA,3,73.0,,35.0,30.14,10.0,10.4,
MI,3,30.9,20.7,90.0,29.99,5.0,13.8,
MI,3,37.0,27.0,93.0,29.68,5.0,18.4,0.0
MI,3,33.1,28.7,96.0,29.75,6.0,4.6,0.03
NC,2,66.0,,93.0,29.72,10.0,10.4,0.05
NC,3,75.9,,69.0,29.74,9.0,13.8,0.0
MN,2,25.0,14.2,81.0,30.02,1.8,11.5,0.0
WI,3,30.2,17.8,86.0,29.73,1.0,19.6,
TX,3,63.0,,33.0,30.21,10.0,17.3,
WA,3,46.9,,100.0,29.99,5.0,,0.09
CA,2,46.4,,93.0,30.05,7.0,,
CA,2,60.8,,59.0,29.95,10.0,11.5,
CA,3,70.0,,39.0,29.9,10.0,,
CA,2,57.0,,83.0,29.86,5.0,12.7,0.01
CA,3,73.4,,15.0,30.07,10.0,4.6,
MI,2,32.0,28.7,100.0,29.62,1.8,3.5,
MI,3,37.0,27.7,70.0,29.63,10.0,16.1,
MI,2,34.0,23.8,89.0,29.65,3.0,16.1,0.0
MA,3,30.9,19.4,96.0,30.18,2.5,17.3,0.02
MI,2,33.1,25.5,92.0,29.66,9.0,9.2,0.01
MI,2,33.1,21.9,72.0,29.76,10.0,18.4,0.0
NY,2,41.0,35.2,96.0,29.62,4.0,9.2,0.1
NY,3,37.9,26.1,86.0,29.65,10.0,27.6,0.0
PA,2,46.9,,100.0,29.66,2.0,8.1,0.65
NJ,3,46.9,,97.0,29.67,2.0,12.7,0.27
NJ,3,48.0,,93.0,29.66,2.0,9.2,0.29
NJ,2,60.1,,72.0,29.42,10.0,26.5,
NJ,2,50.0,,66.0,29.58,10.0,15.0,
CT,3,37.9,29.6,93.0,30.0,3.0,13.8,0.02
VA,3,60.8,,94.0,29.47,10.0,4.6,
MD,2,53.6,,100.0,29.53,7.0,8.1,
VA,3,48.0,,96.0,29.53,10.0,8.1,
VA,3,57.2,,94.0,29.47,10.0,12.7,
IN,2,30.2,20.8,86.0,29.83,7.0,11.5,0.0
NC,2,47.3,,61.0,29.72,10.0,9.2,
NC,2,51.8,,62.0,29.77,10.0,12.7,
NC,2,55.0,,45.0,29.76,10.0,9.2,
NC,2,44.1,35.9,43.0,29.91,10.0,19.6,
VA,3,64.0,,93.0,29.58,6.0,24.2,0.42
VA,3,57.9,,78.0,29.49,10.0,16.1,
NC,2,53.1,,80.0,29.68,10.0,12.7,
NC,2,57.0,,47.0,29.69,10.0,13.8,
NC,2,55.9,,45.0,29.7,10.0,9.2,
FL,2,60.8,,88.0,30.06,10.0,,
FL,2,66.0,,81.0,30.06,10.0,9.2,
FL,3,72.0,,61.0,30.09,10.0,12.7,
FL,2,75.9,,48.0,30.1,10.0,17.3,
FL,3,82.9,,29.0,30.03,10.0,12.7,
FL,3,64.0,,63.0,30.11,10.0,5.8,
SC,2,53.1,,47.0,29.88,10.0,18.4,
GA,3,42.1,33.3,60.0,30.03,10.0,19.6,
SC,2,50.0,,50.0,29.86,10.0,19.6,
SC,2,55.0,,45.0,29.81,10.0,17.3,
SC,2,61.0,,42.0,29.78,10.0,15.0,
SC,3,53.6,,44.0,29.81,10.0,20.7,
FL,3,61.0,,41.0,30.12,10.0,13.8,
NE,2,32.0,21.2,64.0,30.24,10.0,16.1,
IA,3,26.1,13.6,71.0,30.02,10.0,16.1,
IL,2,28.0,16.5,85.0,29.83,2.0,15.0,0.0
TX,2,50.7,,81.0,30.17,10.0,3.5,
OK,3,53.1,,35.0,30.19,10.0,8.1,
OK,2,57.9,,30.0,30.15,10.0,8.1,
TX,2,82.9,,32.0,30.09,10.0,11.5,
LA,2,53.1,,61.0,30.27,10.0,5.8,
LA,2,53.1,,61.0,30.27,10.0,5.8,
LA,2,66.9,,32.0,30.24,10.0,8.1,
LA,2,69.1,,31.0,30.19,10.0,9.2,
AL,3,72.0,,24.0,30.13,10.0,13.8,
AL,2,62.1,,41.0,30.14,10.0,4.6,
TX,2,42.1,,92.0,30.26,10.0,,
TX,2,35.6,,94.0,30.21,10.0,,
TX,2,55.0,,51.0,30.24,10.0,3.5,
TX,2,75.2,,36.0,30.0,10.0,15.0,
AL,3,37.0,27.7,70.0,30.13,10.0,16.1,
TN,2,37.9,30.5,55.0,30.09,10.0,11.5,
TN,3,42.8,37.5,53.0,30.03,10.0,9.2,
TX,2,63.0,,50.0,30.26,10.0,4.6,
TX,2,66.2,,30.0,30.26,10.0,,
TX,2,77.0,,21.0,30.25,10.0,5.8,
TX,2,78.8,,21.0,30.22,10.0,8.1,
TX,2,78.8,,21.0,30.2,10.0,6.9,
TX,2,78.8,,23.0,30.17,10.0,5.8,
TX,3,,,,,,,
TX,2,55.9,,14.0,29.95,10.0,3.5,
TX,2,77.0,,6.0,29.92,10.0,10.4,
TX,2,84.9,,7.0,29.85,10.0,13.8,
WA,3,46.0,39.9,89.0,29.68,10.0,13.8,0.05
WA,3,45.0,40.1,90.0,29.77,10.0,9.2,0.02
CA,3,51.1,,71.0,29.97,10.0,4.6,0.0
CA,3,46.9,,80.0,30.03,10.0,6.9,0.13
CA,2,50.0,,71.0,30.03,10.0,9.2,
CA,3,,,,30.05,10.0,6.9,
CA,2,48.9,,90.0,30.06,5.0,11.5,0.13
CA,3,48.2,,87.0,30.01,10.0,,
CA,3,57.2,,67.0,30.02,10.0,5.8,
CA,2,64.9,,40.0,29.98,10.0,8.1,
CA,2,64.0,,37.0,30.04,10.0,13.8,
CA,3,64.9,,40.0,30.05,10.0,12.7,
CA,2,62.1,,48.0,30.04,10.0,15.0,
CA,2,62.1,,34.0,29.98,10.0,17.3,
NY,2,30.9,19.4,82.0,29.68,0.8,17.3,0.0
MI,2,30.2,21.9,100.0,29.72,8.0,9.2,
MI,3,30.2,20.2,79.0,29.73,10.0,12.7,
MI,2,28.0,18.1,81.0,29.73,1.2,11.5,0.0
MI,2,35.1,27.4,61.0,29.73,10.0,10.4,0.0
MI,2,32.0,22.1,79.0,29.85,10.0,13.8,
NY,3,37.4,29.8,81.0,29.58,15.0,11.5,
PA,2,41.0,35.2,61.0,29.74,10.0,9.2,
PA,2,42.8,36.2,57.0,29.73,10.0,12.7,
NY,2,44.1,37.7,47.0,29.61,10.0,12.7,
NY,3,41.0,35.2,53.0,29.61,10.0,9.2,
DE,2,44.1,36.8,47.0,29.75,10.0,16.1,
VA,2,39.2,31.6,61.0,29.77,10.0,12.7,
IN,2,34.0,25.5,67.0,29.93,10.0,11.5,
IN,3,32.0,22.1,64.0,29.96,10.0,13.8,
KY,3,45.0,37.6,53.0,29.98,10.0,17.3,
IN,2,45.0,40.1,53.0,29.89,10.0,9.2,
OH,2,30.6,21.2,85.0,29.76,10.0,11.5,
KY,3,50.0,,50.0,29.89,10.0,10.4,
NC,2,35.1,32.2,82.0,30.02,10.0,3.5,
NC,2,46.9,,46.0,30.02,10.0,6.9,
SC,2,46.0,43.1,51.0,30.03,10.0,5.8,
VA,3,45.9,39.7,51.0,29.85,10.0,13.8,
NC,2,66.0,,32.0,29.84,10.0,18.4,
NC,2,69.8,,27.0,29.81,10.0,10.4,
NC,2,66.9,,40.0,29.81,10.0,13.8,
NC,2,35.6,32.8,65.0,29.97,10.0,3.5,
NC,2,43.0,36.4,51.0,29.99,10.0,12.7,
VA,3,46.9,,48.0,29.84,10.0,10.4,
NC,2,62.1,,38.0,29.77,10.0,15.0,
FL,3,66.9,,61.0,30.16,10.0,16.1,
FL,3,57.0,,57.0,30.15,10.0,8.1,
SC,2,37.4,33.8,70.0,30.06,10.0,4.6,
SC,2,74.7,,33.0,29.84,10.0,20.7,
SC,2,73.9,,29.0,29.86,10.0,16.1,
NC,3,64.9,,34.0,29.84,10.0,18.4,
SC,2,72.5,,34.0,29.84,10.0,10.4,
FL,3,46.9,,90.0,30.15,10.0,3.5,
SC,3,39.9,35.8,77.0,30.06,10.0,5.8,
SC,2,60.8,,52.0,29.9,10.0,5.8,
MN,3,30.9,21.2,64.0,30.01,10.0,12.7,
WI,2,28.4,17.5,64.0,29.87,10.0,13.8,
IA,2,28.4,22.2,86.0,30.03,10.0,5.8,
IA,3,45.0,39.7,46.0,29.95,10.0,10.4,
OK,2,48.0,,68.0,29.81,10.0,8.1,
TN,2,52.0,,71.0,30.04,10.0,6.9,
TN,3,77.0,,39.0,29.82,10.0,15.0,
TN,2,48.9,,59.0,30.08,10.0,,
TN,2,48.9,,59.0,30.08,10.0,,
FL,2,66.9,,34.0,30.18,10.0,,
AL,3,74.3,,31.0,30.0,10.0,8.1,
LA,2,55.0,,88.0,30.05,10.0,9.2,
TX,3,66.9,,90.0,30.07,10.0,6.9,
TX,2,73.9,,66.0,30.06,10.0,13.8,
TX,3,77.0,,47.0,29.97,10.0,16.1,
TX,2,71.6,,69.0,29.92,10.0,15.0,
UT,3,28.9,21.9,100.0,30.0,0.5,6.9,0.03
AZ,2,50.0,,12.0,29.95,9.0,35.7,
TX,2,79.0,,5.0,29.7,10.0,19.6,
WA,2,46.9,,83.0,29.86,10.0,15.0,0.0
OR,3,48.9,,69.0,30.27,10.0,12.7,
OR,3,48.9,,77.0,30.3,10.0,4.6,0.01
NV,3,54.0,,22.0,30.1,10.0,8.1,
CA,2,50.0,,63.0,30.18,10.0,4.6,
CA,2,46.4,42.9,87.0,30.34,10.0,6.9,
CA,3,62.1,,38.0,30.21,10.0,4.6,
CA,3,50.0,,68.0,30.14,10.0,,
CA,3,60.1,,36.0,30.15,10.0,3.5,
CA,2,70.0,,18.0,30.17,10.0,5.8,
CA,3,66.0,,32.0,30.14,10.0,4.6,
CA,3,62.1,,46.0,30.12,10.0,15.0,
CA,2,73.0,,12.0,30.01,10.0,6.9,
CA,2,63.0,,38.0,30.06,10.0,10.4,
CA,3,64.0,,35.0,30.08,10.0,12.7,
CA,2,66.0,,32.0,30.06,10.0,5.8,
CA,2,63.0,,22.0,30.02,10.0,11.5,
NY,2,33.1,24.9,92.0,29.73,1.0,10.4,0.0
NY,3,41.0,33.1,51.0,29.75,10.0,15.0,
NY,3,54.0,,34.0,29.77,10.0,10.4,
NJ,3,55.0,,37.0,29.8,10.0,9.2,
DE,2,57.0,,37.0,29.81,10.0,10.4,
PA,2,,,,,,,
MA,2,53.1,,41.0,29.69,10.0,17.3,
PA,2,30.0,26.5,79.0,29.94,10.0,3.5,
MD,3,35.1,28.6,67.0,29.92,10.0,8.1,
MD,2,39.0,31.8,60.0,29.94,10.0,11.5,
KY,3,45.0,41.2,68.0,29.84,10.0,6.9,
KY,2,73.9,,52.0,29.68,10.0,17.3,
NC,2,55.4,,67.0,29.92,10.0,3.5,
NC,2,72.0,,43.0,29.89,10.0,12.7,
NC,2,82.9,,19.0,29.77,10.0,16.1,
SC,2,80.6,,18.0,29.81,10.0,12.7,
VA,2,42.1,39.2,51.0,30.02,10.0,4.6,
NC,2,48.0,,71.0,29.94,10.0,4.6,
NC,2,69.1,,54.0,29.89,10.0,4.6,
VA,3,60.1,,51.0,29.87,10.0,5.8,
NC,3,80.1,,36.0,29.76,9.0,13.8,
NC,2,78.1,,35.0,29.73,10.0,13.8,
FL,3,79.0,,48.0,30.11,10.0,11.5,
FL,2,57.9,,97.0,30.11,10.0,4.6,
FL,2,77.0,,44.0,30.14,10.0,5.8,
SC,2,82.0,,18.0,29.94,10.0,17.3,
SC,2,83.8,,25.0,29.86,10.0,15.0,
SC,2,75.9,,34.0,29.82,10.0,13.8,
FL,3,57.9,,81.0,30.09,10.0,,
GA,2,53.6,,73.0,30.01,10.0,5.8,
SC,2,60.8,,59.0,30.05,10.0,6.9,
GA,3,55.0,,69.0,30.0,10.0,6.9,
SC,2,77.0,,34.0,30.06,10.0,10.4,
MN,2,33.8,27.7,93.0,29.99,1.0,6.9,0.04
MN,3,33.1,23.9,85.0,29.97,9.0,12.7,0.0
IL,2,28.0,20.8,88.0,29.9,10.0,6.9,
WI,3,31.1,24.5,100.0,29.87,0.5,6.9,0.07
IA,2,33.8,25.8,75.0,29.79,9.0,10.4,
IL,2,33.8,23.9,71.0,29.83,10.0,15.0,
